"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"UPM00033621","KOBELIAKY, UP","2016-03-21","3.0","10.0","0.4","3.4","-1.7"
"UPM00033621","KOBELIAKY, UP","2016-03-22",,,"4.6","9.5","-0.7"
"UPM00033621","KOBELIAKY, UP","2016-03-23",,,"4.5","7.4","1.7"
"UPM00033621","KOBELIAKY, UP","2016-03-24","23.1",,"3.1","6.0",
"UPM00033621","KOBELIAKY, UP","2016-03-25",,,"1.2","2.2",
"UPM00033621","KOBELIAKY, UP","2016-03-26",,,"2.4","4.9","-0.3"
"UPM00033621","KOBELIAKY, UP","2016-03-27",,,"2.3","4.6",
"UPM00033621","KOBELIAKY, UP","2016-03-28","5.1","10.0","1.5","3.4","0.1"
"UPM00033621","KOBELIAKY, UP","2016-03-29",,,"5.5","11.4","0.8"
"UPM00033621","KOBELIAKY, UP","2016-03-30",,,"5.6","11.4","0.9"
"UPM00033621","KOBELIAKY, UP","2016-03-31",,,"6.8","13.4","-0.2"
"UPM00033621","KOBELIAKY, UP","2016-04-01",,,"10.2","18.5",
"UPM00033621","KOBELIAKY, UP","2016-04-02",,,"4.5","7.4",
"UPM00033621","KOBELIAKY, UP","2016-04-03",,,"6.4","11.8","1.7"
"UPM00033621","KOBELIAKY, UP","2016-04-04",,,"8.8","15.4","2.3"
"UPM00033621","KOBELIAKY, UP","2016-04-05",,,"11.0","18.2","3.1"
"UPM00033621","KOBELIAKY, UP","2016-04-06",,,"12.7","18.9","7.3"
"UPM00033621","KOBELIAKY, UP","2016-04-07",,,"13.2","22.8","6.3"
"UPM00033621","KOBELIAKY, UP","2016-04-08",,,"16.8","24.4","9.5"
"UPM00033621","KOBELIAKY, UP","2016-04-09",,,"17.5","24.3","10.9"
"UPM00033621","KOBELIAKY, UP","2016-04-10",,,"16.6","22.8","10.2"
"UPM00033621","KOBELIAKY, UP","2016-04-11",,,"15.3","21.0","11.6"
"UPM00033621","KOBELIAKY, UP","2016-04-12",,,"15.9","21.9","11.1"
"UPM00033621","KOBELIAKY, UP","2016-04-13",,,"16.3","22.8","11.9"
"UPM00033621","KOBELIAKY, UP","2016-04-14",,,"14.8","21.0","9.3"
"UPM00033621","KOBELIAKY, UP","2016-04-15","1.3",,"11.9","17.5",
"UPM00033621","KOBELIAKY, UP","2016-04-16",,,"11.6","16.8","5.0"
"UPM00033621","KOBELIAKY, UP","2016-04-17",,,"16.5","24.3","10.0"
"UPM00033621","KOBELIAKY, UP","2016-04-18",,,"18.1","25.5","11.1"
"UPM00033621","KOBELIAKY, UP","2016-04-19",,,"13.3","17.5",
"UPM00033621","KOBELIAKY, UP","2016-04-20",,,"8.3","12.5","5.0"
"UPM00033621","KOBELIAKY, UP","2016-04-21",,,"6.6","9.5",
"UPM00033621","KOBELIAKY, UP","2016-04-22",,,"10.3","17.4","1.8"
"UPM00033621","KOBELIAKY, UP","2016-04-23",,,"11.8","16.9","4.1"
"UPM00033621","KOBELIAKY, UP","2016-04-24",,,"12.7","18.5","7.2"
"UPM00033621","KOBELIAKY, UP","2016-04-25",,,"15.0","20.6","10.4"
"UPM00033621","KOBELIAKY, UP","2016-04-26","6.1",,"12.5","17.6","10.2"
"UPM00033621","KOBELIAKY, UP","2016-04-27","6.6",,"11.4","13.9","9.3"
"UPM00033621","KOBELIAKY, UP","2016-04-28",,,"12.8","17.7","9.2"
"UPM00033621","KOBELIAKY, UP","2016-04-29",,,"15.1","21.9","7.4"
"UPM00033621","KOBELIAKY, UP","2016-04-30",,,"13.9","19.9","9.0"
"UPM00033621","KOBELIAKY, UP","2016-05-01",,,"12.2","18.3","6.7"
"UPM00033621","KOBELIAKY, UP","2016-05-02",,,"14.2","20.4","6.6"
"UPM00033621","KOBELIAKY, UP","2016-05-03",,,"14.7","20.9","7.5"
"UPM00033621","KOBELIAKY, UP","2016-05-04",,,"14.8","20.0","8.0"
"UPM00033621","KOBELIAKY, UP","2016-05-05",,,"16.2","22.8","10.0"
"UPM00033621","KOBELIAKY, UP","2016-05-06",,,"13.6","17.9","8.9"
"UPM00033621","KOBELIAKY, UP","2016-05-07",,,"12.3","14.9","9.2"
"UPM00033621","KOBELIAKY, UP","2016-05-08","5.3",,"14.7","20.6","10.6"
"UPM00033621","KOBELIAKY, UP","2016-05-09",,,"17.5","22.3","10.0"
"UPM00033621","KOBELIAKY, UP","2016-05-10",,,"16.1",,"12.0"
"UPM00033621","KOBELIAKY, UP","2016-05-11","6.4",,"15.3","20.0","9.8"
"UPM00033621","KOBELIAKY, UP","2016-05-12",,,"15.6","21.4","10.8"
"UPM00033621","KOBELIAKY, UP","2016-05-13",,,"18.2","23.1","11.8"
"UPM00033621","KOBELIAKY, UP","2016-05-14","22.1",,"13.6","16.2",
"UPM00033621","KOBELIAKY, UP","2016-05-15",,,"14.7","19.4","9.9"
"UPM00033621","KOBELIAKY, UP","2016-05-16",,,"15.4","19.7","11.1"
"UPM00033621","KOBELIAKY, UP","2016-05-17",,,"14.6","22.3",
"UPM00033621","KOBELIAKY, UP","2016-05-18",,,"13.3","18.8","9.1"
"UPM00033621","KOBELIAKY, UP","2016-05-19",,,"12.2","16.4","9.0"
"UPM00033621","KOBELIAKY, UP","2016-05-20",,,"11.4","18.8","7.4"
"UPM00033621","KOBELIAKY, UP","2016-05-21",,,"16.7","21.3","8.9"
"UPM00033621","KOBELIAKY, UP","2016-05-22",,,"16.6","22.6","11.0"
"UPM00033621","KOBELIAKY, UP","2016-05-23",,,"16.4","21.9","11.5"
"UPM00033621","KOBELIAKY, UP","2016-05-24",,,"16.3","21.6","10.0"
"UPM00033621","KOBELIAKY, UP","2016-05-25",,,"17.8","24.9","11.8"
"UPM00033621","KOBELIAKY, UP","2016-05-26",,,"18.7",,"13.3"
"UPM00033621","KOBELIAKY, UP","2016-05-27","26.9",,"18.1","23.6","15.2"
"UPM00033621","KOBELIAKY, UP","2016-05-28",,,"20.7","25.3","15.7"
"UPM00033621","KOBELIAKY, UP","2016-05-29",,,"16.5",,
"UPM00033621","KOBELIAKY, UP","2016-05-30",,,"19.4","25.0","11.0"
"UPM00033621","KOBELIAKY, UP","2016-05-31",,,"20.8","25.3","16.1"
"UPM00033621","KOBELIAKY, UP","2016-06-01",,,"17.0","19.4",
"UPM00033621","KOBELIAKY, UP","2016-06-02",,,"16.8","21.9","12.5"
"UPM00033621","KOBELIAKY, UP","2016-06-03",,,"18.1","22.8","11.8"
"UPM00033621","KOBELIAKY, UP","2016-06-04",,,"19.5","25.3","12.0"
"UPM00033621","KOBELIAKY, UP","2016-06-05",,,"18.7","26.3","14.2"
"UPM00033621","KOBELIAKY, UP","2016-06-06",,,"17.2","22.8",
"UPM00033621","KOBELIAKY, UP","2016-06-07",,,"11.9","17.5","7.1"
"UPM00033621","KOBELIAKY, UP","2016-06-08",,,"11.8","17.5","6.5"
"UPM00033621","KOBELIAKY, UP","2016-06-09",,,"16.4","22.3","9.6"
"UPM00033621","KOBELIAKY, UP","2016-06-10",,,"18.4","24.1","11.5"
"UPM00033621","KOBELIAKY, UP","2016-06-11",,,"15.4","17.6","12.7"
"UPM00033621","KOBELIAKY, UP","2016-06-12","4.1",,"15.6","19.4","13.5"
"UPM00033621","KOBELIAKY, UP","2016-06-13","23.1",,"15.4","19.3","14.1"
"UPM00033268","ROMNY, UP","2016-01-01",,"140.0","-14.7","-10.6",
"UPM00033268","ROMNY, UP","2016-01-02",,"140.0","-17.6","-13.6",
"UPM00033268","ROMNY, UP","2016-01-03","0.0","140.0","-20.4","-15.5","-22.0"
"UPM00033268","ROMNY, UP","2016-01-04",,"140.0","-18.0","-15.0","-22.7"
"UPM00033268","ROMNY, UP","2016-01-05",,"130.0","-15.9","-12.8","-20.8"
"UPM00033268","ROMNY, UP","2016-01-06","2.3","150.0","-10.7","-7.8","-12.8"
"UPM00033268","ROMNY, UP","2016-01-07",,"150.0","-6.9","-5.2","-10.6"
"UPM00033268","ROMNY, UP","2016-01-08","39.9","300.0","-4.9","4.6",
"UPM00033268","ROMNY, UP","2016-01-09",,"551.0","-5.7","-4.2","-7.5"
"UPM00033268","ROMNY, UP","2016-01-10",,"531.0","-4.4","-2.0",
"UPM00033268","ROMNY, UP","2016-01-11",,"521.0","-7.5","-4.4","-11.0"
"UPM00033268","ROMNY, UP","2016-01-12",,"500.0","-0.6","2.5","-5.0"
"UPM00033268","ROMNY, UP","2016-01-13",,"300.0","-1.1",,
"UPM00033268","ROMNY, UP","2016-01-14","0.5","300.0","-2.7","1.0",
"UPM00033268","ROMNY, UP","2016-01-15",,"300.0","-4.6","0.0","-6.6"
"UPM00033268","ROMNY, UP","2016-01-16","9.9","310.0","-2.8","-0.1","-6.2"
"UPM00033268","ROMNY, UP","2016-01-17",,"399.0","-7.1",,
"UPM00033268","ROMNY, UP","2016-01-18",,"399.0","-8.9",,"-10.1"
"UPM00033268","ROMNY, UP","2016-01-19","13.0","521.0","-6.7","-5.0","-8.0"
"UPM00033268","ROMNY, UP","2016-01-20",,"450.0","-9.1","-5.0",
"UPM00033268","ROMNY, UP","2016-01-21","1.5","450.0","-14.2","-8.0","-17.9"
"UPM00033268","ROMNY, UP","2016-01-22","0.5","460.0","-15.0","-10.7","-18.5"
"UPM00033268","ROMNY, UP","2016-01-23","0.5","460.0","-13.2","-9.0",
"UPM00033268","ROMNY, UP","2016-01-24","0.0","470.0","-16.4","-13.0",
"UPM00033268","ROMNY, UP","2016-01-25",,"470.0","-15.3","-11.4","-20.8"
"UPM00033268","ROMNY, UP","2016-01-26",,"480.0","-10.1",,"-13.3"
"UPM00033268","ROMNY, UP","2016-01-27","0.8","470.0","-3.7",,"-8.4"
"UPM00033268","ROMNY, UP","2016-01-28",,"429.0","1.9","2.9","-1.1"
"UPM00033268","ROMNY, UP","2016-01-29",,"409.0","1.3","3.5",
"UPM00033268","ROMNY, UP","2016-01-30",,"320.0","-0.7","2.7","-4.4"
"UPM00033268","ROMNY, UP","2016-01-31",,"279.0","0.9","1.7","-0.5"
"UPM00033268","ROMNY, UP","2016-02-01",,"249.0","0.6","2.1",
"UPM00033268","ROMNY, UP","2016-02-02",,"239.0","0.7",,"-1.1"
"UPM00033268","ROMNY, UP","2016-02-03",,"231.0","3.6","7.2","2.2"
"UPM00033268","ROMNY, UP","2016-02-04",,"211.0","1.2","3.0",
"UPM00033268","ROMNY, UP","2016-02-05",,"201.0","-0.7","0.9","-2.4"
"UPM00033268","ROMNY, UP","2016-02-06",,"191.0","-1.5","2.0",
"UPM00033268","ROMNY, UP","2016-02-07",,"191.0","-4.2","2.3","-9.4"
"UPM00033268","ROMNY, UP","2016-02-08",,"191.0","-2.8","1.5","-6.1"
"UPM00033268","ROMNY, UP","2016-02-09",,"191.0","-1.8",,"-4.4"
"UPM00033268","ROMNY, UP","2016-02-10",,"191.0","1.7","2.8","-0.2"
"UPM00033268","ROMNY, UP","2016-02-11",,"180.0","0.8","2.4","-0.2"
"UPM00033268","ROMNY, UP","2016-02-12",,"191.0","1.4","5.1","-0.9"
"UPM00033268","ROMNY, UP","2016-02-13","0.0","180.0","0.3","2.6","-0.8"
"UPM00033268","ROMNY, UP","2016-02-14","7.9","170.0","2.1","4.9","0.0"
"UPM00033268","ROMNY, UP","2016-02-15",,"119.0","3.2","8.0","1.5"
"UPM00033268","ROMNY, UP","2016-02-16",,"99.0","5.1","7.1","2.0"
"UPM00033268","ROMNY, UP","2016-02-17",,"79.0","0.3","2.7",
"UPM00033268","ROMNY, UP","2016-02-18",,"51.0","-2.8","3.2","-6.0"
"UPM00033268","ROMNY, UP","2016-02-19",,"30.0","-2.9","0.0","-5.5"
"UPM00033268","ROMNY, UP","2016-02-20",,"20.0","-2.5","0.9","-5.1"
"UPM00033268","ROMNY, UP","2016-02-21",,"10.0","-2.8","1.4","-7.5"
"UPM00033268","ROMNY, UP","2016-02-22","4.8","10.0","2.3","6.5","-1.6"
"UPM00033268","ROMNY, UP","2016-02-23",,,"6.1","10.3","4.0"
"UPM00033268","ROMNY, UP","2016-02-24","6.1",,"3.4","4.3",
"UPM00033268","ROMNY, UP","2016-02-25",,"20.0","0.4","4.0",
"UPM00033268","ROMNY, UP","2016-02-26",,,"0.8","4.4","-2.6"
"UPM00033268","ROMNY, UP","2016-02-27","10.9","79.0","-0.1","1.9",
"UPM00033268","ROMNY, UP","2016-02-28",,"30.0","-0.3","4.0","-4.4"
"UPM00033268","ROMNY, UP","2016-02-29",,,"3.1","5.8","0.1"
"UPM00033268","ROMNY, UP","2016-03-01","3.0",,"5.6","8.2","2.6"
"UPM00033268","ROMNY, UP","2016-03-02","4.1",,"6.1","7.1",
"UPM00033268","ROMNY, UP","2016-03-03",,,"2.6","4.0","2.0"
"UPM00033268","ROMNY, UP","2016-03-04","11.9",,"3.1",,"1.6"
"UPM00033268","ROMNY, UP","2016-03-05",,,"1.2","2.2","0.8"
"UPM00033268","ROMNY, UP","2016-03-06","0.0",,"1.1","6.6","0.0"
"UPM00033268","ROMNY, UP","2016-03-07",,,"5.8","12.0","0.8"
"UPM00033268","ROMNY, UP","2016-03-08",,,"7.9","12.1","4.2"
"UPM00033268","ROMNY, UP","2016-03-09",,,"7.6","13.3","2.4"
"UPM00033268","ROMNY, UP","2016-03-10",,,"6.9","13.0","3.3"
"UPM00033268","ROMNY, UP","2016-03-11",,,"6.8","11.2","3.2"
"UPM00033268","ROMNY, UP","2016-03-12",,,"6.2","12.0","0.5"
"UPM00033268","ROMNY, UP","2016-03-13","5.1",,"2.4",,
"UPM00033268","ROMNY, UP","2016-03-14","2.0","61.0","-0.2","2.1","-2.1"
"UPM00033268","ROMNY, UP","2016-03-15",,,"-0.3","3.4",
"UPM00033268","ROMNY, UP","2016-03-16",,,"1.9","7.4","-2.9"
"UPM00033268","ROMNY, UP","2016-03-17",,,"2.6","4.1","1.8"
"UPM00033268","ROMNY, UP","2016-03-18",,,"3.8","6.3",
"UPM00033268","ROMNY, UP","2016-03-19","0.0",,"-3.2","-1.0",
"UPM00033268","ROMNY, UP","2016-03-20","3.0","10.0","-3.4","0.8","-5.2"
"UPM00033268","ROMNY, UP","2016-03-21",,"10.0","-1.3","1.0","-5.2"
"UPM00033268","ROMNY, UP","2016-03-22",,"10.0","2.4","8.0","-2.4"
"UPM00033268","ROMNY, UP","2016-03-23",,,"1.7","2.9",
"UPM00033268","ROMNY, UP","2016-03-24","6.1",,"0.6","3.0","-0.5"
"UPM00033268","ROMNY, UP","2016-03-25",,,"-0.2","0.4","-1.0"
"UPM00033268","ROMNY, UP","2016-03-26",,,"2.3","5.1","0.2"
"UPM00033268","ROMNY, UP","2016-03-27",,,"3.9","7.3","2.0"
"UPM00033268","ROMNY, UP","2016-03-28","4.1",,"2.0",,"0.7"
"UPM00033268","ROMNY, UP","2016-03-29","2.0","20.0","1.6","5.2",
"UPM00033268","ROMNY, UP","2016-03-30",,,"4.0","9.8","-0.4"
"UPM00033268","ROMNY, UP","2016-03-31",,,"5.6","11.4","1.0"
"UPM00033268","ROMNY, UP","2016-04-01",,,"8.1","12.8",
"UPM00033268","ROMNY, UP","2016-04-02","5.6",,"3.6","6.4","0.6"
"UPM00033268","ROMNY, UP","2016-04-03",,,"6.2","11.1","1.8"
"UPM00033268","ROMNY, UP","2016-04-04",,,"9.1","15.2","3.6"
"UPM00033268","ROMNY, UP","2016-04-05",,,"9.7","16.8","2.4"
"UPM00033268","ROMNY, UP","2016-04-06",,,"11.6","18.3","4.4"
"UPM00033268","ROMNY, UP","2016-04-07",,,"11.6","19.2","7.7"
"UPM00033268","ROMNY, UP","2016-04-08",,,"16.0","23.6","7.5"
"UPM00033268","ROMNY, UP","2016-04-09",,,"15.8","21.6","10.1"
"UPM00033268","ROMNY, UP","2016-04-10",,,"16.7","22.4","10.6"
"UPM00033268","ROMNY, UP","2016-04-11",,,"15.6","20.3","10.0"
"UPM00033268","ROMNY, UP","2016-04-12",,,"14.9","20.6","10.8"
"UPM00033268","ROMNY, UP","2016-04-13",,,"14.8","22.0","8.4"
"UPM00033268","ROMNY, UP","2016-04-14",,,"14.6","22.2","11.2"
"UPM00033268","ROMNY, UP","2016-04-15",,,"10.1","13.0",
"UPM00033268","ROMNY, UP","2016-04-16",,,"9.6","13.9","4.2"
"UPM00033268","ROMNY, UP","2016-04-17",,,"14.9","21.0","7.5"
"UPM00033268","ROMNY, UP","2016-04-18",,,"15.8","23.4",
"UPM00033268","ROMNY, UP","2016-04-19",,,"11.4","15.3","9.0"
"UPM00033268","ROMNY, UP","2016-04-20",,,"9.4","13.5","5.7"
"UPM00033268","ROMNY, UP","2016-04-21",,,"5.1","8.7","3.1"
"UPM00033268","ROMNY, UP","2016-04-22",,,"7.6","15.0","1.0"
"UPM00033268","ROMNY, UP","2016-04-23",,,"7.7","13.0","1.6"
"UPM00033268","ROMNY, UP","2016-04-24",,,"12.6","19.7","6.1"
"UPM00033268","ROMNY, UP","2016-04-25","4.1",,"12.7","18.4","8.0"
"UPM00033268","ROMNY, UP","2016-04-26","3.0",,"12.0","14.2",
"UPM00033268","ROMNY, UP","2016-04-27",,,"10.2","12.8","7.8"
"UPM00033268","ROMNY, UP","2016-04-28",,,"11.2","15.5",
"UPM00033268","ROMNY, UP","2016-04-29",,,"13.7","20.3","5.4"
"UPM00033268","ROMNY, UP","2016-04-30",,,"13.1","17.5","8.0"
"UPM00033268","ROMNY, UP","2016-05-01",,,"11.8","17.5","5.4"
"UPM00033268","ROMNY, UP","2016-05-02",,,"13.4","20.4","4.5"
"UPM00033268","ROMNY, UP","2016-05-03",,,"14.5","21.6","6.4"
"UPM00033268","ROMNY, UP","2016-05-04",,,"15.3","21.7","7.2"
"UPM00033268","ROMNY, UP","2016-05-05",,,"13.7","22.1","7.4"
"UPM00033268","ROMNY, UP","2016-05-06",,,"12.8","17.8","6.2"
"UPM00033268","ROMNY, UP","2016-05-07","3.3",,"12.9","18.4","10.1"
"UPM00033268","ROMNY, UP","2016-05-08",,,"13.5","22.8","9.5"
"UPM00033268","ROMNY, UP","2016-05-09",,,"15.8","23.5","9.9"
"UPM00033268","ROMNY, UP","2016-05-10",,,"17.3","25.0","9.8"
"UPM00033268","ROMNY, UP","2016-05-11",,,"17.4","24.9","10.6"
"UPM00033268","ROMNY, UP","2016-05-12",,,"16.4","24.9",
"UPM00033268","ROMNY, UP","2016-05-13",,,"15.4","21.1","11.2"
"UPM00033268","ROMNY, UP","2016-05-14","10.9",,"11.7",,
"UPM00033268","ROMNY, UP","2016-05-15","32.0",,"12.6","14.0","11.1"
"UPM00033268","ROMNY, UP","2016-05-16",,,"13.4","18.8","9.6"
"UPM00033268","ROMNY, UP","2016-05-17",,,"11.8","17.1","8.5"
"UPM00033268","ROMNY, UP","2016-05-18","7.6",,"12.4","17.0","8.8"
"UPM00033268","ROMNY, UP","2016-05-19",,,"10.7","15.2","7.7"
"UPM00033268","ROMNY, UP","2016-05-20","14.0",,"9.3","11.2","9.0"
"UPM00033268","ROMNY, UP","2016-05-21","11.9",,"13.7","18.7","9.0"
"UPM00033268","ROMNY, UP","2016-05-22",,,"15.6","21.5","9.4"
"UPM00033268","ROMNY, UP","2016-05-23",,,"15.3","20.2","10.1"
"UPM00033268","ROMNY, UP","2016-05-24",,,"15.4","20.1","11.8"
"UPM00033268","ROMNY, UP","2016-05-25",,,"16.3","23.2","10.3"
"UPM00033268","ROMNY, UP","2016-05-26","2.0",,"18.4","24.3","13.0"
"UPM00033268","ROMNY, UP","2016-05-27",,,"18.9","25.0","13.9"
"UPM00033268","ROMNY, UP","2016-05-28","11.9",,"18.8","22.7","16.2"
"UPM00033268","ROMNY, UP","2016-05-29",,,"18.2","24.9","15.1"
"UPM00033268","ROMNY, UP","2016-05-30","4.1",,"19.7","23.0","15.4"
"UPM00033268","ROMNY, UP","2016-05-31","1.5",,"19.3","25.0","15.8"
"UPM00033268","ROMNY, UP","2016-06-01",,,"17.1","20.8","13.8"
"UPM00033268","ROMNY, UP","2016-06-02",,,"15.8","21.1","9.2"
"UPM00033268","ROMNY, UP","2016-06-03",,,"16.4","22.0","9.7"
"UPM00033268","ROMNY, UP","2016-06-04",,,"18.0","24.4","10.4"
"UPM00033268","ROMNY, UP","2016-06-05",,,"18.2","24.4","13.0"
"UPM00033268","ROMNY, UP","2016-06-06",,,"14.0","17.5",
"UPM00033268","ROMNY, UP","2016-06-07",,,"10.2","14.8","5.6"
"UPM00033268","ROMNY, UP","2016-06-08",,,"12.4","17.9","7.0"
"UPM00033268","ROMNY, UP","2016-06-09",,,"16.7","23.6","9.0"
"UPM00033268","ROMNY, UP","2016-06-10",,,"16.3","20.8","10.5"
"UPM00033268","ROMNY, UP","2016-06-11","35.1",,"14.6","16.2",
"UPM00033268","ROMNY, UP","2016-06-12",,,"14.1","19.5","7.0"
"UPM00033268","ROMNY, UP","2016-06-13",,,"15.1","21.0","8.3"
"UPM00033268","ROMNY, UP","2016-06-14",,,"19.6",,"14.4"
"UPM00033301","RIVNE, UP","2016-01-01","0.5","10.0","-12.5","-8.9",
"UPM00033301","RIVNE, UP","2016-01-02",,"10.0","-15.7",,
"UPM00033301","RIVNE, UP","2016-01-03","0.0","10.0","-15.5","-13.5",
"UPM00033301","RIVNE, UP","2016-01-04",,"10.0","-15.7","-11.8",
"UPM00033301","RIVNE, UP","2016-01-05","0.3","10.0","-9.8",,"-12.8"
"UPM00033301","RIVNE, UP","2016-01-06",,"10.0","-5.6","-3.6","-11.5"
"UPM00033301","RIVNE, UP","2016-01-07",,"10.0","-5.2",,
"UPM00033301","RIVNE, UP","2016-01-08","0.5","51.0","-6.3",,"-8.1"
"UPM00033301","RIVNE, UP","2016-01-09","1.0","51.0","-1.3",,
"UPM00033301","RIVNE, UP","2016-01-10","3.0","41.0","-3.8","-1.6","-9.6"
"UPM00033301","RIVNE, UP","2016-01-11",,"71.0","0.6",,"-1.9"
"UPM00033301","RIVNE, UP","2016-01-12","1.5","10.0","2.3",,
"UPM00033301","RIVNE, UP","2016-01-13","0.5",,"-0.4","1.1","-1.8"
"UPM00033301","RIVNE, UP","2016-01-14","0.5","10.0","-2.1",,"-3.2"
"UPM00033301","RIVNE, UP","2016-01-15",,"10.0","-1.3",,"-2.8"
"UPM00033301","RIVNE, UP","2016-01-16","6.1","71.0","-3.3",,
"UPM00033301","RIVNE, UP","2016-01-17","0.5","71.0","-13.6",,"-17.6"
"UPM00033301","RIVNE, UP","2016-01-18","0.3","71.0","-9.3","-5.6","-14.2"
"UPM00033301","RIVNE, UP","2016-01-19","0.0","71.0","-7.8",,"-12.1"
"UPM00033301","RIVNE, UP","2016-01-20",,"71.0","-9.3","-5.7","-14.2"
"UPM00033301","RIVNE, UP","2016-01-21","1.0","71.0","-6.3","-4.7","-8.5"
"UPM00033301","RIVNE, UP","2016-01-22","0.8","71.0","-9.7",,
"UPM00033301","RIVNE, UP","2016-01-23","0.8","79.0","-6.5","-4.8",
"UPM00033301","RIVNE, UP","2016-01-24",,"79.0","-9.1",,
"UPM00033301","RIVNE, UP","2016-01-25","3.0","89.0","-1.2",,"-7.8"
"UPM00033301","RIVNE, UP","2016-01-26","1.5","99.0","0.0",,"-1.9"
"UPM00033301","RIVNE, UP","2016-01-27","0.8","30.0","2.4","3.3","0.4"
"UPM00033301","RIVNE, UP","2016-01-28",,,"5.1",,"2.5"
"UPM00033301","RIVNE, UP","2016-01-29",,,"1.2",,"-0.2"
"UPM00033301","RIVNE, UP","2016-01-30",,,"4.0",,"0.0"
"UPM00033301","RIVNE, UP","2016-01-31",,,"3.6",,
"UPM00033301","RIVNE, UP","2016-02-01",,,"0.4","1.5",
"UPM00033301","RIVNE, UP","2016-02-02","1.0",,"6.1",,"-0.5"
"UPM00033301","RIVNE, UP","2016-02-03","0.0",,"5.4",,
"UPM00033301","RIVNE, UP","2016-02-04",,,"0.5","1.5",
"UPM00033301","RIVNE, UP","2016-02-05",,,"0.1","2.0",
"UPM00033301","RIVNE, UP","2016-02-06",,,"0.6","3.0","-1.8"
"UPM00033301","RIVNE, UP","2016-02-07",,,"1.1","4.6",
"UPM00033301","RIVNE, UP","2016-02-08",,,"1.8","4.6",
"UPM00033301","RIVNE, UP","2016-02-09","2.0",,"5.4","10.8","1.8"
"UPM00033301","RIVNE, UP","2016-02-10",,,"4.3",,"2.5"
"UPM00033301","RIVNE, UP","2016-02-11","2.0",,"2.7",,"1.7"
"UPM00033301","RIVNE, UP","2016-02-12",,,"2.8","7.2",
"UPM00033301","RIVNE, UP","2016-02-13",,,"1.8","3.3","-0.1"
"UPM00033301","RIVNE, UP","2016-02-14","2.5",,"2.4","7.0","0.0"
"UPM00033301","RIVNE, UP","2016-02-15","0.0",,"6.4","13.7","0.1"
"UPM00033301","RIVNE, UP","2016-02-16","1.3",,"5.3","7.0",
"UPM00033301","RIVNE, UP","2016-02-17",,,"1.8",,
"UPM00033301","RIVNE, UP","2016-02-18",,,"2.1",,"-0.1"
"UPM00033301","RIVNE, UP","2016-02-19",,,"2.5",,"0.9"
"UPM00033301","RIVNE, UP","2016-02-20","1.3","10.0","0.5",,"-0.3"
"UPM00033301","RIVNE, UP","2016-02-21",,,"-0.1","3.3",
"UPM00033301","RIVNE, UP","2016-02-22","3.3",,"8.4","12.1","2.3"
"UPM00033301","RIVNE, UP","2016-02-23","5.1",,"6.7","10.2",
"UPM00033301","RIVNE, UP","2016-02-24","5.1",,"1.1","2.3",
"UPM00033301","RIVNE, UP","2016-02-25",,,"0.9","4.5","-2.1"
"UPM00033301","RIVNE, UP","2016-02-26",,,"0.7",,
"UPM00033301","RIVNE, UP","2016-02-27",,,"-0.7",,"-5.0"
"UPM00033301","RIVNE, UP","2016-02-28",,,"1.9","5.2","-3.3"
"UPM00033301","RIVNE, UP","2016-02-29",,,"5.1","6.3","2.7"
"UPM00033301","RIVNE, UP","2016-03-01","2.0",,"5.4","6.0","4.7"
"UPM00033301","RIVNE, UP","2016-03-02","1.3",,"0.7","1.4",
"UPM00033301","RIVNE, UP","2016-03-03",,,"2.2",,"0.8"
"UPM00033301","RIVNE, UP","2016-03-04",,,"-0.2",,
"UPM00033301","RIVNE, UP","2016-03-05",,,"0.3",,"-2.6"
"UPM00033301","RIVNE, UP","2016-03-06",,,"5.1",,
"UPM00033301","RIVNE, UP","2016-03-07",,,"7.1","10.1","5.3"
"UPM00033301","RIVNE, UP","2016-03-08",,,"7.6",,
"UPM00033301","RIVNE, UP","2016-03-09",,,"5.8","9.1","2.9"
"UPM00033301","RIVNE, UP","2016-03-10","7.9",,"7.1","9.0","5.3"
"UPM00033301","RIVNE, UP","2016-03-11",,,"4.2","6.4",
"UPM00033301","RIVNE, UP","2016-03-12",,,"5.2","8.4","3.0"
"UPM00033301","RIVNE, UP","2016-03-13",,,"1.6",,
"UPM00033301","RIVNE, UP","2016-03-14",,,"2.7","7.6","-2.4"
"UPM00033301","RIVNE, UP","2016-03-15",,"10.0","0.6","3.4",
"UPM00033301","RIVNE, UP","2016-03-16",,,"0.9",,"-5.6"
"UPM00033301","RIVNE, UP","2016-03-17",,,"2.9",,
"UPM00033301","RIVNE, UP","2016-03-18","0.0",,"5.2","8.1",
"UPM00033301","RIVNE, UP","2016-03-19",,,"-2.1","0.4","-5.0"
"UPM00033301","RIVNE, UP","2016-03-20","0.0",,"2.6",,"-1.2"
"UPM00033301","RIVNE, UP","2016-03-21",,,"3.3","6.2",
"UPM00033301","RIVNE, UP","2016-03-22","2.0",,"3.2","6.7","-0.1"
"UPM00033301","RIVNE, UP","2016-03-23","0.0",,"1.9","4.9",
"UPM00033301","RIVNE, UP","2016-03-24","1.0",,"-0.8","0.3","-1.4"
"UPM00033301","RIVNE, UP","2016-03-25",,,"1.1","6.3",
"UPM00033301","RIVNE, UP","2016-03-26",,,"2.9","9.6","-5.0"
