Дата,АЕС,ТЕЦ,"Генерація з ВДЕ",ТЕС,ГЕС,ГАЕС(генерація),Споживання,ГАЕС(закачка),"Україна - Білорусь,РФ","Україна - ЄС","Україна - Молдова"
"18.04.2016 06:00:00",8741,574,51,4397,499,0,13081,-394,-41,-635,56
"18.04.2016 07:00:00",8742,579,67,4652,1336,0,14418,0,-171,-614,17
"18.04.2016 08:00:00",8756,573,88,4815,1671,0,15133,0,7,-648,74
"18.04.2016 09:00:00",8739,583,137,4771,2319,125,15775,0,-47,-630,-2
"18.04.2016 10:00:00",8745,578,210,4843,2164,322,15905,0,-47,-690,-12
"18.04.2016 11:00:00",8706,578,257,4835,1884,644,15992,0,-45,-682,10
"18.04.2016 12:00:00",8729,575,276,4818,1952,324,15854,0,33,-686,21
"18.04.2016 13:00:00",8729,576,314,4610,2059,322,15769,0,7,-682,32
"18.04.2016 14:00:00",8693,569,358,4627,2100,322,15778,0,-10,-688,4
"18.04.2016 15:00:00",8719,575,380,4631,2067,325,15709,0,-121,-690,15
"18.04.2016 16:00:00",8714,572,344,4739,1779,321,15512,0,-83,-681,7
"18.04.2016 17:00:00",8754,577,289,4707,2006,0,15454,0,-14,-701,28
"18.04.2016 18:00:00",8717,573,233,4661,1972,0,15183,0,-143,-635,10
"18.04.2016 19:00:00",8732,579,181,4647,2015,0,15284,0,-75,-587,-8
"18.04.2016 20:00:00",8745,575,179,4830,2646,151,16307,0,54,-623,-13
"18.04.2016 21:00:00",8749,577,200,5131,3179,511,17403,0,-41,-673,-5
"18.04.2016 22:00:00",8723,584,155,5107,2760,151,16513,0,-121,-689,53
"18.04.2016 23:00:00",8731,585,91,4933,1265,323,15068,0,36,-733,23
"19.04.2016 00:00:00",8749,634,34,4740,613,0,13928,0,137,-755,-52
"19.04.2016 01:00:00",8732,624,15,4439,800,0,13167,-487,-5,-781,-19
"19.04.2016 02:00:00",8772,629,37,4461,723,0,12596,-1108,-21,-732,-15
"19.04.2016 03:00:00",8737,643,31,4310,747,0,12539,-1103,4,-676,1
"19.04.2016 04:00:00",8741,638,37,4311,675,0,12483,-1113,37,-695,-2
"19.04.2016 05:00:00",8752,635,63,4422,743,0,12682,-1103,44,-703,-13
"19.04.2016 06:00:00",8723,634,64,4410,555,0,13242,-393,64,-697,52
"19.04.2016 07:00:00",8750,628,15,4632,1458,0,14606,0,-39,-709,64
"19.04.2016 08:00:00",8745,615,26,4812,2136,0,15376,0,-70,-685,1
"19.04.2016 09:00:00",8731,611,59,5046,2506,0,15920,0,-5,-792,-25
"19.04.2016 10:00:00",8724,612,78,4991,2200,324,15957,0,-8,-769,6
"19.04.2016 11:00:00",8700,611,132,4926,2278,324,15965,0,-64,-763,13
"19.04.2016 12:00:00",8710,609,158,5031,1805,324,15592,0,-75,-779,-1
"19.04.2016 13:00:00",8744,620,127,5059,1822,322,15713,0,-46,-764,11
"19.04.2016 14:00:00",8757,620,151,5102,1850,323,15906,0,33,-749,2
"19.04.2016 15:00:00",8729,608,132,5054,1789,324,15630,0,-52,-778,7
"19.04.2016 16:00:00",8754,621,107,5093,1632,324,15553,0,-5,-772,-18
"19.04.2016 17:00:00",8704,615,73,5110,1629,324,15408,0,-77,-775,-3
"19.04.2016 18:00:00",8720,610,40,5094,1557,322,15304,0,-87,-750,-3
"19.04.2016 19:00:00",8730,617,44,5149,1465,323,15408,0,-50,-647,-20
"19.04.2016 20:00:00",8734,623,43,5456,2279,235,16367,0,-49,-720,0
"19.04.2016 21:00:00",8744,626,35,5795,2904,511,17513,0,-98,-760,-17
"19.04.2016 22:00:00",8731,626,40,5714,2256,151,16608,0,10,-721,6
"19.04.2016 23:00:00",8733,630,54,5390,1408,0,15303,0,-85,-645,2
"20.04.2016 00:00:00",8718,628,69,5160,900,0,14107,-403,-180,-603,-17
"20.04.2016 01:00:00",8764,626,86,4189,740,0,13238,-488,-61,-483,12
"20.04.2016 02:00:00",8753,630,108,4155,622,0,12601,-897,-165,-371,-90
"20.04.2016 03:00:00",8721,629,102,4189,714,0,12569,-1112,-79,-367,-81
"20.04.2016 04:00:00",8759,631,62,4161,626,0,12504,-1105,-41,-376,-66
"20.04.2016 05:00:00",8761,634,41,4222,802,0,12728,-1097,-47,-368,-71
"20.04.2016 06:00:00",8723,628,52,4404,622,0,13289,-614,-61,-372,70
"20.04.2016 07:00:00",8744,632,102,4791,925,0,14677,0,-5,-363,35
"20.04.2016 08:00:00",8748,633,78,4750,1850,0,15338,0,-158,-371,4
"20.04.2016 09:00:00",8760,621,93,4598,2146,320,16112,0,88,-367,64
"20.04.2016 10:00:00",8751,618,97,4554,2451,322,16214,0,30,-386,-9
"20.04.2016 11:00:00",8754,620,164,4428,2554,321,16327,0,-12,-284,-10
"20.04.2016 12:00:00",8751,628,185,4400,2476,320,16134,0,-153,-283,5
"20.04.2016 13:00:00",8733,618,230,4615,2370,321,16477,0,82,-283,-9
"20.04.2016 14:00:00",8776,622,219,4957,2246,322,16528,0,-105,-294,-13
"20.04.2016 15:00:00",8755,615,230,4986,2258,313,16565,0,-84,-282,-17
"20.04.2016 16:00:00",8756,616,224,5165,1907,322,16405,0,-93,-285,6
"20.04.2016 17:00:00",8762,613,245,5355,1648,321,16487,0,-36,-296,38
"20.04.2016 18:00:00",8744,612,271,5623,1306,322,16374,0,-47,-302,19
"20.04.2016 19:00:00",8739,614,94,5244,1896,322,16418,0,-40,-281,17
"20.04.2016 20:00:00",8728,622,92,5782,1720,556,17001,0,-38,-261,3
"20.04.2016 21:00:00",8747,625,40,5870,2262,831,17765,0,-129,-288,-1
"20.04.2016 22:00:00",8758,628,223,5733,1961,151,16910,0,-54,-297,-19
"20.04.2016 23:00:00",8790,636,224,5193,1506,0,15905,0,-27,-282,13
"21.04.2016 00:00:00",8782,633,235,4765,1122,0,14474,-500,-92,-315,-23
"21.04.2016 01:00:00",8728,632,239,3928,946,0,13629,-499,87,-296,-10
"21.04.2016 02:00:00",8742,635,240,3985,994,0,13213,-902,-89,-267,-4
"21.04.2016 03:00:00",8766,634,237,4014,916,0,12945,-1114,-93,-285,-3
"21.04.2016 04:00:00",8785,627,222,4103,764,0,12923,-1108,-68,-278,2
"21.04.2016 05:00:00",8790,633,232,4134,882,0,13158,-1097,-8,-278,1
"21.04.2016 06:00:00",8740,633,222,4249,902,0,13795,-619,45,-277,36
"21.04.2016 07:00:00",8796,647,209,4561,1338,0,15080,0,-69,-278,33
"21.04.2016 08:00:00",8767,651,283,4890,1816,0,15947,0,-32,-272,22
"21.04.2016 09:00:00",8792,635,331,5040,1914,321,16539,0,-57,-262,12
"21.04.2016 10:00:00",8776,641,339,5081,2215,321,16916,0,10,-278,1
"21.04.2016 11:00:00",8756,624,390,5182,2194,319,17002,0,5,-278,-4
"21.04.2016 12:00:00",8769,632,363,4808,2446,321,16849,0,-38,-270,-1
"21.04.2016 13:00:00",8800,632,358,4791,2353,321,16797,0,6,-278,-6
"21.04.2016 14:00:00",8770,633,422,4806,2608,321,17047,0,-61,-267,-8
"21.04.2016 15:00:00",8802,633,400,4770,2369,322,16771,0,-85,-274,5
"21.04.2016 16:00:00",8846,638,392,4982,1893,321,16618,0,-20,-276,6
"21.04.2016 17:00:00",8923,640,315,4912,1892,321,16466,0,-94,-277,1
"21.04.2016 18:00:00",8928,637,261,5018,1801,320,16405,0,-113,-271,2
"21.04.2016 19:00:00",8962,644,225,5026,1659,321,16324,0,-40,-269,-21
"21.04.2016 20:00:00",8948,640,99,5480,1468,667,16865,0,22,-277,18
"21.04.2016 21:00:00",8953,633,53,5600,2869,511,18026,0,-52,-273,-67
"21.04.2016 22:00:00",8935,642,98,5559,2394,151,17271,0,-105,-260,44
"21.04.2016 23:00:00",8926,646,91,5125,1518,0,16031,0,123,-274,41
"22.04.2016 00:00:00",8934,645,99,5144,893,0,14790,-398,-84,-268,-29
"22.04.2016 01:00:00",8947,605,130,4308,912,0,13806,-487,-168,-277,-25
"22.04.2016 02:00:00",8927,606,114,4428,740,0,13479,-897,-29,-284,2
"22.04.2016 03:00:00",8964,587,106,4460,780,0,13059,-1325,-105,-280,11
"22.04.2016 04:00:00",8933,592,102,4268,688,0,13069,-1105,-4,-280,4
"22.04.2016 05:00:00",8940,595,102,4355,818,0,13396,-881,-130,-267,2
"22.04.2016 06:00:00",8957,594,116,4357,626,0,13961,-396,87,-276,42
"22.04.2016 07:00:00",8966,588,81,4809,1393,0,15324,0,-102,-277,30
"22.04.2016 08:00:00",8939,591,81,4879,1918,0,15866,0,-94,-256,-11
"22.04.2016 09:00:00",8968,583,169,4982,1992,322,16501,0,-83,-268,21
"22.04.2016 10:00:00",8964,593,229,4632,2332,323,16594,0,-36,-271,13
"22.04.2016 11:00:00",8938,587,339,4442,2447,322,16573,0,-53,-269,10
"22.04.2016 12:00:00",8900,596,420,4372,2183,324,16283,0,-75,-283,22
"22.04.2016 13:00:00",8951,592,411,4356,2008,322,16213,0,11,-271,10
"22.04.2016 14:00:00",8954,593,422,4361,2033,322,16285,0,36,-275,15
"22.04.2016 15:00:00",8902,594,441,4367,1997,321,16115,0,-82,-271,20
"22.04.2016 16:00:00",8957,592,411,4295,1962,321,16051,0,-68,-272,20
"22.04.2016 17:00:00",8953,597,357,4354,1871,322,15936,0,-84,-290,20
"22.04.2016 18:00:00",8916,588,293,4494,1781,324,15819,0,-155,-271,20
"22.04.2016 19:00:00",8951,593,258,4562,1684,324,15860,0,-85,-277,33
"22.04.2016 20:00:00",8956,591,247,4797,2059,517,16555,0,-165,-264,16
"22.04.2016 21:00:00",8966,599,244,4899,3078,511,17579,0,-218,-282,-23
"22.04.2016 22:00:00",8963,601,243,4646,2976,195,17120,0,-14,-276,9
"22.04.2016 23:00:00",8912,598,190,4996,1842,0,16058,0,12,-281,-7
"23.04.2016 00:00:00",8955,600,230,4945,977,0,14726,-489,-16,-265,-33
"23.04.2016 01:00:00",8950,604,243,4352,602,0,13656,-490,-112,-324,-5
"23.04.2016 02:00:00",8965,606,234,4360,705,0,13379,-898,14,-449,-6
"23.04.2016 03:00:00",8793,597,220,4455,625,0,13137,-896,52,-564,8
"23.04.2016 04:00:00",8820,598,162,4552,518,0,13050,-901,61,-623,14
"23.04.2016 05:00:00",8836,597,54,4557,716,0,13132,-896,36,-634,16
"23.04.2016 06:00:00",8751,595,17,4560,581,0,13271,-480,-48,-586,43
"23.04.2016 07:00:00",8723,597,15,4648,744,0,14090,0,-12,-473,24
"23.04.2016 08:00:00",8718,604,33,4739,913,0,14401,0,7,-423,3
"23.04.2016 09:00:00",8640,603,82,4798,1435,0,15178,0,227,-396,1
"23.04.2016 10:00:00",8653,596,123,4756,2048,0,15509,0,-58,-388,-7
"23.04.2016 11:00:00",8680,595,141,4488,2467,0,15737,0,-21,-393,-10
"23.04.2016 12:00:00",8654,583,217,4477,2185,328,15635,0,-212,-392,-5
"23.04.2016 13:00:00",8625,578,198,4418,1930,321,15563,0,44,-355,0
"23.04.2016 14:00:00",8613,569,213,4368,1837,320,15489,0,68,-305,3
"23.04.2016 15:00:00",8642,582,207,4360,1667,323,15250,0,-42,-307,14
"23.04.2016 16:00:00",8615,594,170,4282,1576,321,15063,0,-16,-313,31
"23.04.2016 17:00:00",8636,592,120,4395,1860,0,15139,0,42,-313,-1
"23.04.2016 18:00:00",8658,588,66,4683,1601,0,14973,0,-110,-320,3
"23.04.2016 19:00:00",8650,585,37,4799,1682,0,15214,0,25,-358,-1
"23.04.2016 20:00:00",8628,588,18,5195,1974,195,16055,0,134,-422,-24
"23.04.2016 21:00:00",8628,594,17,5422,2946,645,17545,0,-25,-417,-29
"23.04.2016 22:00:00",8627,590,22,5450,2277,645,16999,0,-38,-347,-5
"23.04.2016 23:00:00",8613,613,16,5302,1767,322,16011,0,-50,-352,-28
"24.04.2016 00:00:00",8634,600,28,5264,753,0,14549,0,0,-487,-64
"24.04.2016 01:00:00",8622,602,46,4501,669,0,13571,0,-78,-591,-37
"24.04.2016 02:00:00",8536,600,100,4460,540,0,13058,-400,54,-642,-34
"24.04.2016 03:00:00",8387,585,135,4393,608,0,12881,-483,58,-644,-3
"24.04.2016 04:00:00",8165,596,171,4434,764,0,12792,-526,35,-695,2
"24.04.2016 05:00:00",8154,596,188,4486,482,0,12843,-219,38,-726,4
"24.04.2016 06:00:00",8144,597,197,4572,488,0,12924,0,-282,-658,27
"24.04.2016 07:00:00",8149,565,202,4235,717,0,13125,0,-50,-576,56
"24.04.2016 08:00:00",8145,559,197,4269,956,0,13435,0,24,-529,0
"24.04.2016 09:00:00",8153,561,295,4356,1519,0,14094,0,-94,-516,14
"24.04.2016 10:00:00",8149,559,313,4532,1688,0,14553,0,43,-531,-1
"24.04.2016 11:00:00",8167,584,383,4508,1942,0,14797,0,-61,-526,-3
"24.04.2016 12:00:00",8149,599,384,4467,1774,0,14707,0,49,-519,-4
"24.04.2016 13:00:00",8122,593,351,4457,1784,0,14613,0,11,-516,-5
"24.04.2016 14:00:00",8142,589,254,4759,1557,0,14587,0,-25,-502,-3
"24.04.2016 15:00:00",8152,589,240,4739,1478,0,14547,0,-25,-445,6
"24.04.2016 16:00:00",8153,601,221,5073,1152,0,14669,0,106,-447,3
"24.04.2016 17:00:00",8133,601,165,5150,1150,321,14849,0,-44,-439,6
"24.04.2016 18:00:00",8150,590,94,5414,978,322,14736,0,-166,-446,2
"24.04.2016 19:00:00",8148,604,77,5607,1260,0,15028,0,42,-489,-5
"24.04.2016 20:00:00",8163,597,32,5991,1641,151,15847,0,68,-545,-14
"24.04.2016 21:00:00",8139,611,45,6016,2701,473,17093,0,-72,-565,-15
"24.04.2016 22:00:00",8165,605,12,5957,2281,151,16351,0,-119,-495,15
"24.04.2016 23:00:00",8141,609,8,5465,1937,0,15188,0,-248,-502,-33
"25.04.2016 00:00:00",8144,613,12,4937,977,0,14093,0,144,-526,-42
"25.04.2016 01:00:00",8325,612,26,4501,565,0,13236,-108,-81,-458,9
"25.04.2016 02:00:00",8410,610,11,4444,762,0,12808,-906,-18,-361,6
"25.04.2016 03:00:00",8496,594,8,4285,885,0,12706,-1120,78,-377,20
"25.04.2016 04:00:00",8562,602,3,4238,729,0,12513,-1114,-13,-369,25
"25.04.2016 05:00:00",8684,597,27,4402,715,0,12792,-1114,6,-394,27
"25.04.2016 06:00:00",8692,595,51,4466,501,0,13417,-408,32,-396,61
"25.04.2016 07:00:00",8664,586,114,4366,1655,0,14902,0,42,-385,52
"25.04.2016 08:00:00",8697,596,149,4609,2215,0,15592,0,-68,-387,-7
"25.04.2016 09:00:00",8710,587,240,4692,2725,0,16398,0,25,-371,15
"25.04.2016 10:00:00",8791,598,218,4738,2310,321,16788,0,71,-84,50
"25.04.2016 11:00:00",8796,597,137,4926,2580,289,16810,0,-88,-234,36
"25.04.2016 12:00:00",8853,598,100,5073,2294,290,16646,0,-94,-267,22
"25.04.2016 13:00:00",8871,576,121,5243,2225,291,16809,0,61,-358,6
"25.04.2016 14:00:00",8866,566,176,5195,2412,290,16991,0,78,-353,-16
"25.04.2016 15:00:00",9034,568,120,5208,2178,321,16814,0,-29,-367,4
"25.04.2016 16:00:00",9092,576,100,5700,1394,319,16622,0,31,-365,-3
"25.04.2016 17:00:00",9064,570,86,6099,1134,321,16721,0,-12,-365,27
"25.04.2016 18:00:00",9069,568,138,6179,871,321,16569,0,-18,-369,23
"25.04.2016 19:00:00",9065,570,63,5858,1359,322,16581,0,-94,-361,20
"25.04.2016 20:00:00",9093,565,160,6079,1355,652,17301,0,-33,-366,41
"25.04.2016 21:00:00",9092,572,104,5998,2162,755,17886,0,-174,-363,-18
"25.04.2016 22:00:00",9062,567,59,5925,2007,235,17035,0,-264,-352,19
"25.04.2016 23:00:00",9050,572,34,4799,1992,0,15799,0,-112,-384,40
"26.04.2016 00:00:00",9067,579,24,4686,1367,0,14483,-492,-175,-381,-22
"26.04.2016 01:00:00",9069,583,15,4123,867,0,13583,-491,-54,-376,-3
"26.04.2016 02:00:00",9054,587,63,4125,842,0,13181,-904,-51,-368,-12
"26.04.2016 03:00:00",9065,585,70,4065,742,0,12818,-1116,-67,-371,-5
"26.04.2016 04:00:00",9071,584,110,4194,684,0,12971,-1112,-26,-369,-14
"26.04.2016 05:00:00",9065,586,89,4250,794,0,13147,-1111,4,-363,-8
"26.04.2016 06:00:00",9087,588,124,4365,578,0,13778,0,-455,-365,32
"26.04.2016 07:00:00",9066,581,102,4691,1175,0,15072,0,-22,-354,36
"26.04.2016 08:00:00",9077,586,60,5336,1727,0,15964,0,-237,-371,2
"26.04.2016 09:00:00",9082,590,143,5449,1942,320,16919,0,-45,-358,18
"26.04.2016 10:00:00",9071,582,102,5735,1921,320,17098,0,-51,-369,7
"26.04.2016 11:00:00",9064,591,92,5729,2065,321,17265,0,-31,-366,13
"26.04.2016 12:00:00",9077,594,83,5781,1906,321,17213,0,31,-374,3
"26.04.2016 13:00:00",9083,593,66,5742,1763,321,16969,0,-49,-368,21
"26.04.2016 14:00:00",9062,591,72,5775,1783,320,17072,0,1,-364,31
"26.04.2016 15:00:00",9039,588,51,5424,1995,322,16897,0,4,-360,32
"26.04.2016 16:00:00",9060,588,37,5474,1874,321,16751,0,-77,-367,35
"26.04.2016 17:00:00",9046,588,31,5779,1496,324,16661,0,-78,-372,44
"26.04.2016 18:00:00",9036,591,15,5499,1604,321,16432,0,-105,-373,44
"26.04.2016 19:00:00",9061,587,34,5314,1835,321,16529,0,-76,-371,27
"26.04.2016 20:00:00",9010,588,41,5598,1699,667,16967,0,-55,-371,20
"26.04.2016 21:00:00",9032,585,29,5779,2795,473,18019,0,-38,-358,-43
"26.04.2016 22:00:00",9071,596,28,5858,2295,151,17302,0,-119,-354,-5
"26.04.2016 23:00:00",9067,595,36,5641,1498,0,16028,0,-273,-366,20
"27.04.2016 00:00:00",9052,593,145,4936,965,0,14568,-497,-135,-352,30
"27.04.2016 01:00:00",9065,595,72,4583,992,0,13742,-905,-93,-374,-41
"27.04.2016 02:00:00",9035,599,79,4617,683,0,13271,-1119,-91,-362,-23
"27.04.2016 03:00:00",9052,599,108,4481,584,0,13043,-1115,-137,-363,-16
"27.04.2016 04:00:00",9049,596,137,4293,587,0,13045,-1117,17,-362,-11
"27.04.2016 05:00:00",9041,599,141,4484,698,0,13314,-1110,-2,-363,-19
"27.04.2016 06:00:00",9063,593,50,4408,434,0,13926,0,-91,-361,2
"27.04.2016 07:00:00",9049,603,55,4628,1665,0,15397,0,-59,-355,6
"27.04.2016 08:00:00",9065,605,166,5392,1715,0,16207,0,-133,-366,-19
"27.04.2016 09:00:00",9056,602,184,5478,1955,322,16944,0,-60,-359,1
"27.04.2016 10:00:00",9043,601,293,5490,2043,321,17123,0,-98,-353,20
"27.04.2016 11:00:00",9044,589,378,5515,2047,321,17215,0,-124,-357,48
"27.04.2016 12:00:00",9031,580,380,5449,1582,644,16872,0,-208,-369,17
"27.04.2016 13:00:00",9020,580,312,4982,2089,321,16720,0,37,-360,-28
"27.04.2016 14:00:00",9017,581,338,4994,2381,321,16844,0,-175,-352,-37
"27.04.2016 15:00:00",9038,590,293,4762,2371,321,16658,0,-126,-368,-9
"27.04.2016 16:00:00",9038,588,248,4834,2041,321,16456,0,-41,-358,-5
"27.04.2016 17:00:00",9014,588,302,4871,1821,321,16277,0,-92,-368,24
"27.04.2016 18:00:00",9042,584,256,4894,1653,321,16100,0,-112,-356,35
"27.04.2016 19:00:00",9047,585,223,4907,2140,0,16145,0,-167,-356,-7
"27.04.2016 20:00:00",9053,588,218,5306,1598,473,16586,0,-44,-356,-4
"27.04.2016 21:00:00",9073,589,218,5461,2616,761,17945,0,-128,-358,-42
"27.04.2016 22:00:00",9037,592,228,5470,2214,600,17438,0,-113,-381,6
"27.04.2016 23:00:00",9048,593,213,5617,1499,0,16267,0,-132,-356,-17
"28.04.2016 00:00:00",9054,582,206,5261,873,0,14757,-509,-133,-372,-33
"28.04.2016 01:00:00",9041,594,212,4362,619,0,13691,-501,-105,-369,-2
"28.04.2016 02:00:00",9062,594,198,4315,592,0,13300,-907,13,-362,-44
"28.04.2016 03:00:00",9052,600,162,4432,764,0,13077,-1342,-38,-367,-30
"28.04.2016 04:00:00",9045,599,137,4354,590,0,12976,-1122,-91,-364,-18
"28.04.2016 05:00:00",9046,601,101,4658,712,0,13299,-1116,-133,-365,-31
"28.04.2016 06:00:00",9058,579,74,4481,592,0,13970,-1,-260,-365,-4
"28.04.2016 07:00:00",9048,597,92,4882,1223,0,15290,0,-4,-358,14
"28.04.2016 08:00:00",9058,589,90,4987,1837,0,15891,0,-117,-343,7
"28.04.2016 09:00:00",9049,591,149,5028,2195,322,16617,0,-118,-368,3
"28.04.2016 10:00:00",9062,597,183,4931,2374,322,16735,0,-130,-377,3
"28.04.2016 11:00:00",9041,593,237,4939,2514,321,17016,0,-50,-369,18
"28.04.2016 12:00:00",9058,551,267,4886,2419,320,16835,0,-117,-358,25
"28.04.2016 13:00:00",9062,555,270,4679,2320,322,16613,0,-41,-363,26
"28.04.2016 14:00:00",9086,563,289,4796,2205,321,16734,0,42,-360,11
"28.04.2016 15:00:00",9046,566,247,4986,2019,321,16550,0,-70,-356,11
"28.04.2016 16:00:00",9040,565,221,5162,1760,321,16429,0,-67,-360,6
"28.04.2016 17:00:00",9040,602,159,5128,1620,321,16331,0,31,-368,12
"28.04.2016 18:00:00",9049,602,95,4928,1762,319,16142,0,-62,-367,35
"28.04.2016 19:00:00",9058,598,43,4935,1769,321,16058,0,-99,-377,32
"28.04.2016 20:00:00",9038,647,95,5311,1744,487,16608,0,-115,-363,7
"28.04.2016 21:00:00",9049,653,138,5937,2414,761,18231,0,-47,-377,-50
"28.04.2016 22:00:00",9054,650,113,6226,2276,273,17775,0,-204,-368,-17
"28.04.2016 23:00:00",9042,637,121,6283,1188,0,16535,0,-141,-358,-34
"29.04.2016 00:00:00",9065,647,116,5734,790,0,15294,-454,-41,-367,-14
"29.04.2016 01:00:00",8953,648,115,4947,899,0,14055,-907,-59,-353,-20
"29.04.2016 02:00:00",8835,650,91,4824,581,0,13377,-910,-128,-373,-33
"29.04.2016 03:00:00",8820,654,89,4605,779,0,13011,-1343,-38,-369,-27
"29.04.2016 04:00:00",8826,656,59,4383,672,0,12889,-1118,-39,-359,-32
"29.04.2016 05:00:00",8817,654,46,4499,824,0,13039,-1111,-137,-361,-25
"29.04.2016 06:00:00",8802,650,37,4275,598,0,13573,0,-256,-361,5
"29.04.2016 07:00:00",8783,651,30,4486,1181,0,14595,0,-8,-355,26
"29.04.2016 08:00:00",8843,675,88,4689,1681,0,15421,0,13,-373,18
"29.04.2016 09:00:00",8780,622,90,4855,2090,0,15751,0,-87,-375,-3
"29.04.2016 10:00:00",8822,661,139,4706,1822,321,15884,0,6,-372,-2
"29.04.2016 11:00:00",8802,628,143,4479,2176,321,16042,0,75,-372,4
"29.04.2016 12:00:00",8777,634,178,4532,1974,320,15727,0,-127,-365,9
"29.04.2016 13:00:00",8799,666,182,4436,1824,323,15648,0,-35,-369,22
"29.04.2016 14:00:00",8807,662,207,4480,1836,320,15776,0,3,-362,19
"29.04.2016 15:00:00",8818,662,203,4493,1708,320,15664,0,-6,-356,20
"29.04.2016 16:00:00",8797,665,185,4484,1644,321,15513,0,-51,-363,25
"29.04.2016 17:00:00",8798,666,140,4486,1642,322,15506,0,-20,-368,42
"29.04.2016 18:00:00",8799,661,120,4641,1500,320,15375,0,-115,-363,19
"29.04.2016 19:00:00",8792,656,52,4621,1536,320,15463,0,39,-360,28
"29.04.2016 20:00:00",8764,658,37,4962,1713,474,15978,0,-70,-366,40
"29.04.2016 21:00:00",8761,652,42,5311,2459,831,17320,0,-100,-368,-32
"29.04.2016 22:00:00",8767,662,42,5328,2439,346,16929,0,-79,-364,6
"29.04.2016 23:00:00",8770,667,46,5203,1808,0,15912,0,13,-385,-16
"30.04.2016 00:00:00",8789,665,45,4862,980,0,14642,-411,165,-364,84
"30.04.2016 01:00:00",8637,659,54,4396,1027,0,13685,-495,-86,-355,3
"30.04.2016 02:00:00",8285,660,66,4447,691,0,13094,-490,-4,-368,-37
"30.04.2016 03:00:00",8254,647,53,4502,589,0,12827,-713,24,-365,-16
"30.04.2016 04:00:00",8300,644,21,4430,489,0,12709,-710,66,-367,-13
"30.04.2016 05:00:00",8304,645,16,4375,621,0,12681,-715,-30,-366,-23
"30.04.2016 06:00:00",8265,650,28,4229,989,0,12847,-702,-63,-372,-22
"30.04.2016 07:00:00",8265,643,32,4263,736,0,13416,0,-27,-366,44
"30.04.2016 08:00:00",8309,646,41,4410,1447,0,14163,0,-158,-368,26
"30.04.2016 09:00:00",8302,649,90,4580,2011,0,15118,0,48,-365,4
"30.04.2016 10:00:00",8280,642,166,4997,2060,0,15555,0,-23,-369,9
"30.04.2016 11:00:00",8295,642,202,5259,2080,0,15891,0,-28,-370,11
"30.04.2016 12:00:00",8268,636,219,5273,2108,0,15856,0,-90,-360,7
"30.04.2016 13:00:00",8287,632,234,5381,1909,0,15852,0,-31,-362,11
"30.04.2016 14:00:00",8295,637,188,5667,1483,0,15628,0,-67,-367,-3
"30.04.2016 15:00:00",8292,635,201,5766,1276,0,15490,0,-105,-369,-1
"30.04.2016 16:00:00",8271,632,180,5810,1216,0,15556,0,4,-358,7
"30.04.2016 17:00:00",8275,638,99,5549,1431,0,15346,0,-83,-372,15
"30.04.2016 18:00:00",8250,642,114,5536,1425,321,15186,0,-543,-363,18
"30.04.2016 19:00:00",8278,636,66,5352,1016,471,15270,0,166,-362,-130
"30.04.2016 20:00:00",8287,635,53,5432,1342,668,15742,0,47,-357,-129
"30.04.2016 21:00:00",8276,634,146,5423,2417,669,16909,0,-6,-366,-41
"30.04.2016 22:00:00",8277,639,141,5108,2421,471,16428,0,-45,-359,-2
"30.04.2016 23:00:00",8266,638,120,4816,1779,0,15268,0,0,-248,89
"01.05.2016 00:00:00",8269,638,50,4673,967,0,13921,0,-322,-251,65
"01.05.2016 01:00:00",7775,649,46,3996,776,0,12950,0,34,-195,25
"01.05.2016 02:00:00",7570,651,90,3821,714,0,12368,0,-38,-275,-10
"01.05.2016 03:00:00",7592,651,54,3839,553,0,12107,0,-107,-320,-11
"01.05.2016 04:00:00",7612,651,55,3819,459,0,11953,0,-171,-319,-4
"01.05.2016 05:00:00",7591,657,31,3831,461,0,12074,0,-18,-326,-2
"01.05.2016 06:00:00",7623,654,64,3856,465,0,12153,0,-58,-323,27
"01.05.2016 07:00:00",7613,650,80,3741,593,0,12206,0,-25,-321,44
"01.05.2016 08:00:00",7551,645,93,3747,982,0,12133,-418,-39,-274,23
"01.05.2016 09:00:00",7622,651,170,3743,808,0,12487,0,-98,-213,-20
"01.05.2016 10:00:00",7601,650,210,3822,750,0,12683,0,59,-229,1
"01.05.2016 11:00:00",7593,660,229,3875,576,0,12521,0,25,-261,-2
"01.05.2016 12:00:00",7635,661,251,3942,697,0,12693,0,0,-331,2
"01.05.2016 13:00:00",7549,648,256,3921,622,0,12503,0,-40,-319,29
"01.05.2016 14:00:00",7620,653,259,3855,747,0,12471,-246,31,-286,3
"01.05.2016 15:00:00",7606,651,201,3773,877,0,12099,-637,33,-228,-16
"01.05.2016 16:00:00",7562,651,138,3789,758,0,12163,-413,76,-227,-8
"01.05.2016 17:00:00",7386,648,123,3782,1058,0,12125,-409,-64,-230,-6
"01.05.2016 18:00:00",7354,653,61,3810,647,0,12128,0,-37,-181,-12
"01.05.2016 19:00:00",7342,653,20,3899,1014,0,12549,0,4,-186,-26
"01.05.2016 20:00:00",7359,651,10,4057,1179,0,12815,0,-76,-178,5
"01.05.2016 21:00:00",7391,660,14,3913,2488,151,14103,0,-109,-174,-27
"01.05.2016 22:00:00",7372,650,27,3934,2440,151,14000,0,-192,-197,13
